indvar0(* 1),indvar0(* 2),indvar0(* 3),indvar0(* 4),stime0
0.992908, 14.423367, 0.964000, 0.957163, 30-Jun-2013
2.698959, 14.851816, 0.964000, 2.601797, 01-Jul-2013
3.211653, 15.416276, 0.844000, 2.710635, 02-Jul-2013
2.519408, 17.550776, 0.820000, 2.065915, 03-Jul-2013
1.859704, 18.567551, 0.824000, 1.532396, 04-Jul-2013
1.186347, 19.226765, 0.857000, 1.016699, 05-Jul-2013
0.784500, 19.595776, 0.857000, 0.672317, 06-Jul-2013
0.200112, 20.364673, 0.874000, 0.174898, 07-Jul-2013
0.277286, 20.380276, 0.889000, 0.246507, 08-Jul-2013
0.204776, 20.564786, 0.889000, 0.182045, 09-Jul-2013
0.303204, 20.657561, 0.887000, 0.268942, 10-Jul-2013
0.647673, 20.768133, 0.887000, 0.574486, 11-Jul-2013
0.602643, 20.948449, 0.834000, 0.502604, 12-Jul-2013
0.723276, 21.401255, 0.828000, 0.598872, 13-Jul-2013
0.746592, 21.547429, 0.802000, 0.598767, 14-Jul-2013
0.182745, 22.082194, 0.802000, 0.146561, 15-Jul-2013
0.133143, 22.250561, 0.800000, 0.106514, 16-Jul-2013
0.796265, 22.261765, 0.903000, 0.719028, 17-Jul-2013
0.915357, 22.381653, 0.945000, 0.865013, 18-Jul-2013
0.547704, 23.054020, 0.970000, 0.531273, 19-Jul-2013
0.310286, 23.273755, 0.991000, 0.307493, 20-Jul-2013
0.003265, 23.517765, 0.991000, 0.003236, 21-Jul-2013
0.002031, 23.454867, 0.986000, 0.002002, 22-Jul-2013
0.002500, 23.367388, 0.961000, 0.002403, 23-Jul-2013
0.028031, 23.367714, 0.961000, 0.026937, 24-Jul-2013
0.396173, 23.369888, 0.816000, 0.323278, 25-Jul-2013
0.573888, 23.395255, 0.708000, 0.406313, 26-Jul-2013
0.204602, 23.765571, 0.699000, 0.143017, 27-Jul-2013
0.034959, 23.969122, 0.728000, 0.025450, 28-Jul-2013
0.100714, 23.909653, 0.728000, 0.073320, 29-Jul-2013
0.538653, 23.934163, 0.739000, 0.398065, 30-Jul-2013
0.485173, 23.195051, 0.794000, 0.385228, 31-Jul-2013
0.092082, 22.581102, 0.795000, 0.073205, 01-Aug-2013
0.231959, 22.517857, 0.806000, 0.186959, 02-Aug-2013
0.167418, 22.171153, 0.809000, 0.135441, 03-Aug-2013
0.038643, 22.323827, 0.809000, 0.031262, 04-Aug-2013
0.054663, 22.338061, 0.796000, 0.043512, 05-Aug-2013
0.491786, 22.353276, 0.812000, 0.399330, 06-Aug-2013
1.081133, 22.383531, 0.898000, 0.970857, 07-Aug-2013
1.551929, 22.845061, 0.898000, 1.393632, 08-Aug-2013
1.903908, 23.464663, 0.865000, 1.646881, 09-Aug-2013
0.983194, 24.396990, 0.757000, 0.744278, 10-Aug-2013
0.011612, 25.368531, 0.717000, 0.008326, 11-Aug-2013
0.068878, 25.380000, 0.757000, 0.052140, 12-Aug-2013
0.072714, 25.380000, 0.849000, 0.061734, 13-Aug-2013
0.074776, 25.448878, 0.902000, 0.067448, 14-Aug-2013
0.071898, 25.452714, 0.957000, 0.068806, 15-Aug-2013
0.188735, 25.523653, 0.957000, 0.180619, 16-Aug-2013
0.578020, 25.524612, 0.955000, 0.552009, 17-Aug-2013
0.859847, 25.712388, 0.952000, 0.818574, 18-Aug-2013
1.015745, 26.102633, 0.952000, 0.966989, 19-Aug-2013
0.624653, 26.559990, 0.952000, 0.594670, 20-Aug-2013
0.441286, 26.970980, 0.896000, 0.395392, 21-Aug-2013
1.132755, 27.043286, 0.896000, 1.014949, 22-Aug-2013
0.986000, 27.406061, 0.888000, 0.875568, 23-Aug-2013
0.248327, 28.176041, 0.822000, 0.204124, 24-Aug-2013
0.050500, 28.392061, 0.817000, 0.041259, 25-Aug-2013
0.302735, 28.424367, 0.803000, 0.243096, 26-Aug-2013
0.472684, 28.442561, 0.821000, 0.388073, 27-Aug-2013
0.239908, 28.432643, 0.821000, 0.196965, 28-Aug-2013
0.080071, 28.559051, 0.772000, 0.061815, 29-Aug-2013
0.336684, 28.610786, 0.860000, 0.289548, 30-Aug-2013
0.760867, 28.455041, 0.878000, 0.668042, 31-Aug-2013
0.512918, 27.278500, 0.878000, 0.450342, 01-Sep-2013
0.154378, 27.729337, 0.896000, 0.138322, 02-Sep-2013
0.203500, 27.762980, 0.896000, 0.182336, 03-Sep-2013
0.494520, 27.842173, 0.863000, 0.426771, 04-Sep-2013
0.612173, 27.685000, 0.863000, 0.528306, 05-Sep-2013
0.520561, 25.024245, 0.822000, 0.427901, 06-Sep-2013
0.426827, 25.251449, 0.782000, 0.333778, 07-Sep-2013
0.133469, 24.384082, 0.791000, 0.105574, 08-Sep-2013
0.000000, 24.455837, 0.791000, 0.000000, 09-Sep-2013
0.000000, 24.455806, 0.834000, 0.000000, 10-Sep-2013
0.019082, 24.145541, 0.927000, 0.017689, 11-Sep-2013
0.375541, 24.070663, 0.927000, 0.348126, 12-Sep-2013
0.643551, 24.089745, 0.908000, 0.584344, 13-Sep-2013
0.309878, 24.446204, 0.898000, 0.278270, 14-Sep-2013
0.330520, 24.721245, 0.863000, 0.285239, 15-Sep-2013
0.408918, 24.726459, 0.893000, 0.365164, 16-Sep-2013
0.196408, 25.034194, 0.893000, 0.175392, 17-Sep-2013
0.319765, 25.135316, 0.890000, 0.284591, 18-Sep-2013
0.927010, 25.199724, 0.890000, 0.825039, 19-Sep-2013
0.702469, 25.263755, 0.857000, 0.602016, 20-Sep-2013
0.000000, 25.552776, 0.905000, 0.000000, 21-Sep-2013
0.045010, 25.281449, 0.955000, 0.042985, 22-Sep-2013
0.993633, 24.849051, 1.002000, 0.995620, 23-Sep-2013
4.126469, 24.476031, 0.968000, 3.994422, 25-Sep-2013
0.049673, 27.738592, 0.683000, 0.033927, 27-Sep-2013
0.043520, 27.744714, 0.690000, 0.030029, 28-Sep-2013
0.043520, 27.316265, 0.846000, 0.036818, 29-Sep-2013
0.000000, 26.795327, 0.857000, 0.000000, 30-Sep-2013
0.007541, 24.660827, 0.857000, 0.006462, 01-Oct-2013
0.007541, 23.583673, 0.876000, 0.006606, 02-Oct-2013
0.000000, 22.148959, 0.894000, 0.000000, 03-Oct-2013
0.000000, 21.731510, 0.894000, 0.000000, 04-Oct-2013
0.000000, 20.962612, 0.881000, 0.000000, 05-Oct-2013
0.000000, 20.947010, 0.996000, 0.000000, 06-Oct-2013
0.524041, 20.762500, 1.015000, 0.531901, 07-Oct-2013
0.558041, 20.669724, 1.015000, 0.566411, 08-Oct-2013
0.034000, 21.081765, 0.765000, 0.026010, 09-Oct-2013
0.000000, 20.924561, 0.814000, 0.000000, 10-Oct-2013
0.000000, 20.468092, 0.814000, 0.000000, 11-Oct-2013
0.000000, 20.321918, 0.804000, 0.000000, 12-Oct-2013
0.000000, 19.744816, 0.815000, 0.000000, 13-Oct-2013
0.000000, 19.575327, 0.859000, 0.000000, 14-Oct-2013
0.000000, 19.562071, 0.899000, 0.000000, 15-Oct-2013
0.000000, 19.442184, 0.918000, 0.000000, 16-Oct-2013
0.000000, 18.765806, 0.918000, 0.000000, 17-Oct-2013
0.000000, 18.526827, 0.963000, 0.000000, 18-Oct-2013
0.001112, 18.218102, 1.016000, 0.001130, 19-Oct-2013
0.002541, 18.216541, 1.016000, 0.002581, 20-Oct-2013
0.001429, 18.215949, 0.958000, 0.001369, 21-Oct-2013
0.333184, 18.217051, 0.953000, 0.317524, 22-Oct-2013
0.337673, 18.214878, 0.941000, 0.317751, 23-Oct-2013
0.004490, 18.522204, 0.629000, 0.002824, 24-Oct-2013
0.000000, 18.156378, 0.629000, 0.000000, 25-Oct-2013
0.000000, 17.952806, 0.607000, 0.000000, 26-Oct-2013
0.000000, 17.951776, 0.724000, 0.000000, 27-Oct-2013
0.000000, 17.917847, 0.724000, 0.000000, 28-Oct-2013
0.000000, 17.851061, 0.729000, 0.000000, 29-Oct-2013
0.000000, 17.379194, 0.829000, 0.000000, 30-Oct-2013
0.000000, 17.365888, 0.992000, 0.000000, 31-Oct-2013
0.000000, 17.287112, 1.046000, 0.000000, 01-Nov-2013
1.189347, 17.133929, 1.046000, 1.244057, 02-Nov-2013
1.189347, 17.119694, 0.764000, 0.908661, 03-Nov-2013
0.000000, 18.284633, 0.587000, 0.000000, 04-Nov-2013
0.000000, 18.254378, 0.854000, 0.000000, 05-Nov-2013
0.000000, 17.792847, 0.945000, 0.000000, 06-Nov-2013
0.000000, 17.173245, 0.945000, 0.000000, 07-Nov-2013
0.000000, 16.240918, 0.820000, 0.000000, 08-Nov-2013
0.000000, 15.269337, 0.735000, 0.000000, 09-Nov-2013
0.000000, 15.257724, 0.735000, 0.000000, 10-Nov-2013
0.000000, 15.257724, 0.741000, 0.000000, 11-Nov-2013
0.001520, 15.188847, 0.741000, 0.001127, 12-Nov-2013
0.001520, 15.185010, 0.632000, 0.000961, 13-Nov-2013
0.000000, 15.115592, 0.774000, 0.000000, 14-Nov-2013
0.051898, 15.114633, 0.853000, 0.044269, 15-Nov-2013
0.124082, 14.926857, 0.943000, 0.117009, 16-Nov-2013
0.074418, 14.588510, 1.012000, 0.075311, 17-Nov-2013
0.012541, 14.191092, 1.015000, 0.012729, 18-Nov-2013
0.025449, 13.647184, 1.015000, 0.025831, 19-Nov-2013
0.028776, 13.578980, 0.825000, 0.023740, 20-Nov-2013
0.013643, 13.231347, 0.813000, 0.011092, 21-Nov-2013
0.000204, 12.475000, 0.750000, 0.000153, 22-Nov-2013
0.000194, 12.258990, 0.676000, 0.000131, 23-Nov-2013
0.000000, 12.226878, 0.609000, 0.000000, 24-Nov-2013
0.000010, 12.208684, 0.887000, 0.000009, 25-Nov-2013
0.396653, 11.924143, 1.028000, 0.407759, 26-Nov-2013
0.433082, 11.736010, 1.028000, 0.445208, 27-Nov-2013
0.036439, 12.080888, 0.478000, 0.017418, 28-Nov-2013
0.000000, 12.089020, 0.537000, 0.000000, 29-Nov-2013
0.000000, 11.780643, 0.645000, 0.000000, 30-Nov-2013
0.000000, 11.328153, 0.866000, 0.000000, 01-Dec-2013
0.000000, 11.267724, 1.040000, 0.000000, 02-Dec-2013
0.000000, 11.173776, 1.067000, 0.000000, 03-Dec-2013
0.000173, 11.064224, 1.067000, 0.000185, 04-Dec-2013
0.000173, 10.679255, 1.046000, 0.000181, 05-Dec-2013
0.000000, 10.452224, 0.995000, 0.000000, 06-Dec-2013
0.000000, 10.158867, 0.841000, 0.000000, 07-Dec-2013
0.000000, 10.025398, 0.711000, 0.000000, 08-Dec-2013
0.000000, 10.025398, 0.711000, 0.000000, 09-Dec-2013
0.000031, 10.025398, 0.711000, 0.000022, 10-Dec-2013
0.000031, 10.025398, 0.680000, 0.000021, 11-Dec-2013
0.000000, 10.006347, 0.677000, 0.000000, 12-Dec-2013
0.000000, 9.649888, 0.769000, 0.000000, 13-Dec-2013
0.000000, 9.362796, 1.045000, 0.000000, 14-Dec-2013
0.126755, 9.340010, 1.045000, 0.132459, 15-Dec-2013
0.126755, 9.032276, 0.706000, 0.089489, 16-Dec-2013
0.000000, 9.057847, 0.638000, 0.000000, 17-Dec-2013
0.000000, 8.962622, 0.638000, 0.000000, 18-Dec-2013
0.000000, 8.738082, 0.676000, 0.000000, 19-Dec-2013
0.000000, 8.035612, 0.900000, 0.000000, 20-Dec-2013
0.000000, 8.035612, 0.900000, 0.000000, 21-Dec-2013
0.000000, 8.035612, 0.812000, 0.000000, 22-Dec-2013
0.000031, 7.990602, 0.653000, 0.000020, 23-Dec-2013
0.000031, 7.041980, 0.653000, 0.000020, 24-Dec-2013
0.000000, 4.999061, 0.584000, 0.000000, 25-Dec-2013
0.000000, 2.915541, 0.670000, 0.000000, 26-Dec-2013
0.061224, 2.865867, 0.670000, 0.041020, 27-Dec-2013
0.061224, 2.865867, 0.845000, 0.051735, 28-Dec-2013
1.032847, 2.883571, 0.845000, 0.872756, 29-Dec-2013
1.032847, 2.883571, 0.812000, 0.838672, 30-Dec-2013
0.000000, 3.916418, 0.783000, 0.000000, 31-Dec-2013
0.166653, 3.908878, 0.822000, 0.136989, 01-Jan-2014
0.737480, 3.908878, 0.848000, 0.625383, 02-Jan-2014
0.570827, 4.075531, 0.848000, 0.484061, 03-Jan-2014
0.000000, 4.646357, 0.732000, 0.000000, 04-Jan-2014
0.000000, 4.646357, 0.751000, 0.000000, 05-Jan-2014
0.000000, 4.646357, 0.751000, 0.000000, 06-Jan-2014
0.000000, 4.122316, 0.438000, 0.000000, 07-Jan-2014
0.000010, 4.088316, 0.690000, 0.000007, 08-Jan-2014
0.155908, 4.088316, 0.794000, 0.123791, 09-Jan-2014
0.155929, 4.088327, 0.800000, 0.124743, 10-Jan-2014
0.240561, 4.244224, 0.889000, 0.213859, 11-Jan-2014
0.240531, 4.244255, 0.889000, 0.213832, 12-Jan-2014
0.000000, 4.484786, 0.866000, 0.000000, 13-Jan-2014
0.420541, 4.484786, 0.866000, 0.364188, 14-Jan-2014
0.458867, 4.484786, 0.756000, 0.346904, 15-Jan-2014
0.061143, 4.905327, 0.756000, 0.046224, 16-Jan-2014
0.024214, 4.943653, 0.690000, 0.016708, 17-Jan-2014
0.001398, 4.966469, 0.690000, 0.000965, 18-Jan-2014
0.001163, 4.966755, 0.584000, 0.000679, 19-Jan-2014
0.001163, 4.965327, 0.689000, 0.000801, 20-Jan-2014
0.038612, 4.966490, 0.689000, 0.026604, 21-Jan-2014
0.038612, 4.633306, 0.616000, 0.023785, 22-Jan-2014
0.000000, 4.667429, 0.518000, 0.000000, 23-Jan-2014
0.000000, 4.667429, 0.601000, 0.000000, 24-Jan-2014
0.000357, 4.667429, 0.699000, 0.000250, 25-Jan-2014
0.042357, 4.667429, 0.821000, 0.034775, 26-Jan-2014
0.500561, 4.667786, 0.821000, 0.410961, 27-Jan-2014
0.686959, 4.709786, 0.893000, 0.613455, 28-Jan-2014
0.551541, 5.168347, 0.893000, 0.492526, 29-Jan-2014
0.491541, 5.396745, 0.671000, 0.329824, 30-Jan-2014
0.971337, 5.719888, 0.795000, 0.772213, 31-Jan-2014
0.808633, 5.888286, 0.795000, 0.642863, 01-Feb-2014
0.005694, 5.501878, 0.726000, 0.004134, 02-Feb-2014
0.000000, 5.507571, 0.682000, 0.000000, 03-Feb-2014
0.000000, 5.507571, 0.724000, 0.000000, 04-Feb-2014
0.020439, 5.507571, 0.724000, 0.014798, 05-Feb-2014
0.046408, 5.507571, 0.677000, 0.031418, 06-Feb-2014
0.117949, 5.528010, 0.676000, 0.079734, 07-Feb-2014
0.153367, 5.553980, 0.597000, 0.091560, 08-Feb-2014
0.061388, 5.645959, 0.550000, 0.033763, 09-Feb-2014
0.000000, 5.707347, 0.652000, 0.000000, 10-Feb-2014
0.000000, 5.707347, 0.665000, 0.000000, 11-Feb-2014
0.991265, 5.705827, 0.908000, 0.900069, 12-Feb-2014
1.000602, 5.705827, 0.908000, 0.908547, 13-Feb-2014
0.009337, 6.697092, 0.799000, 0.007460, 14-Feb-2014
0.000163, 6.654531, 0.799000, 0.000130, 15-Feb-2014
0.000163, 6.582347, 0.600000, 0.000098, 16-Feb-2014
0.000000, 6.580276, 0.715000, 0.000000, 17-Feb-2014
0.000000, 6.569969, 0.744000, 0.000000, 18-Feb-2014
0.000000, 6.554827, 0.777000, 0.000000, 19-Feb-2014
0.000000, 6.541194, 0.809000, 0.000000, 20-Feb-2014
0.036439, 6.541184, 0.809000, 0.029479, 21-Feb-2014
0.166255, 6.540990, 0.739000, 0.122863, 22-Feb-2014
0.129816, 6.577429, 0.734000, 0.095285, 23-Feb-2014
0.001633, 6.707245, 0.725000, 0.001184, 24-Feb-2014
0.001633, 6.707235, 0.718000, 0.001172, 25-Feb-2014
0.314459, 6.312224, 0.912000, 0.286787, 26-Feb-2014
0.317082, 6.275786, 0.912000, 0.289178, 27-Feb-2014
0.002622, 6.590245, 0.737000, 0.001933, 28-Feb-2014
0.000000, 6.592867, 0.675000, 0.000000, 01-Mar-2014
0.000000, 6.592867, 0.667000, 0.000000, 02-Mar-2014
0.000000, 6.592867, 0.668000, 0.000000, 03-Mar-2014
0.000000, 6.592867, 0.737000, 0.000000, 04-Mar-2014
0.003541, 6.592867, 0.832000, 0.002946, 05-Mar-2014
1.293000, 6.592694, 0.832000, 1.075776, 06-Mar-2014
1.297367, 6.596235, 0.814000, 1.056057, 07-Mar-2014
0.007908, 7.885694, 0.587000, 0.004642, 08-Mar-2014
0.000000, 7.893602, 0.575000, 0.000000, 09-Mar-2014
0.000000, 7.893602, 0.625000, 0.000000, 10-Mar-2014
0.000000, 7.893602, 0.765000, 0.000000, 11-Mar-2014
0.327612, 7.893571, 0.765000, 0.250623, 12-Mar-2014
0.327612, 7.893571, 0.752000, 0.246364, 13-Mar-2014
0.000000, 8.221184, 0.633000, 0.000000, 14-Mar-2014
0.000000, 8.221184, 0.782000, 0.000000, 15-Mar-2014
0.000000, 8.221184, 0.917000, 0.000000, 16-Mar-2014
1.465918, 8.094429, 0.917000, 1.344247, 17-Mar-2014
1.468867, 8.094429, 0.885000, 1.299948, 18-Mar-2014
0.002949, 9.560347, 0.637000, 0.001879, 19-Mar-2014
0.000000, 9.563296, 0.700000, 0.000000, 20-Mar-2014
0.000000, 9.563296, 0.725000, 0.000000, 21-Mar-2014
0.001622, 9.563296, 0.731000, 0.001186, 22-Mar-2014
0.002020, 9.563296, 0.731000, 0.001477, 23-Mar-2014
1.015378, 9.564918, 0.708000, 0.718887, 24-Mar-2014
1.386357, 9.565286, 0.708000, 0.981541, 25-Mar-2014
0.371378, 10.580265, 0.607000, 0.225426, 26-Mar-2014
0.000857, 10.951643, 0.752000, 0.000645, 27-Mar-2014
0.269418, 10.951643, 0.953000, 0.256756, 28-Mar-2014
1.381531, 10.891276, 0.953000, 1.316599, 29-Mar-2014
1.112969, 11.159837, 0.817000, 0.909296, 30-Mar-2014
0.000000, 11.239959, 0.777000, 0.000000, 31-Mar-2014
0.000000, 11.239959, 0.818000, 0.000000, 01-Apr-2014
0.000000, 11.239959, 0.818000, 0.000000, 02-Apr-2014
0.000000, 11.073306, 0.828000, 0.000000, 03-Apr-2014
0.000000, 10.502480, 0.828000, 0.000000, 04-Apr-2014
0.000000, 10.502480, 0.759000, 0.000000, 05-Apr-2014
0.000000, 10.502480, 0.751000, 0.000000, 06-Apr-2014
0.000000, 10.502480, 0.757000, 0.000000, 07-Apr-2014
0.387949, 10.502480, 0.774000, 0.300273, 08-Apr-2014
0.420929, 10.502480, 0.774000, 0.325799, 09-Apr-2014
0.032980, 10.890418, 0.585000, 0.019293, 10-Apr-2014
0.000184, 10.767500, 0.620000, 0.000114, 11-Apr-2014
0.000184, 10.767469, 0.697000, 0.000128, 12-Apr-2014
0.000000, 10.527122, 0.816000, 0.000000, 13-Apr-2014
0.000000, 10.527122, 0.933000, 0.000000, 14-Apr-2014
0.214224, 10.527122, 0.933000, 0.199871, 15-Apr-2014
0.214224, 10.106582, 0.777000, 0.166452, 16-Apr-2014
0.257082, 10.282480, 0.998000, 0.256567, 17-Apr-2014
0.675122, 10.259663, 0.998000, 0.673772, 18-Apr-2014
0.421327, 10.515347, 0.821000, 0.345909, 19-Apr-2014
0.003439, 10.933388, 0.674000, 0.002318, 20-Apr-2014
0.000153, 10.935510, 0.674000, 0.000103, 21-Apr-2014
0.000000, 10.935663, 0.713000, 0.000000, 22-Apr-2014
0.000000, 10.897051, 0.713000, 0.000000, 23-Apr-2014
0.000000, 10.897051, 0.722000, 0.000000, 24-Apr-2014
0.000000, 10.897051, 0.738000, 0.000000, 25-Apr-2014
0.000000, 10.897051, 0.799000, 0.000000, 26-Apr-2014
0.000000, 10.896694, 0.900000, 0.000000, 27-Apr-2014
0.000000, 10.854694, 0.974000, 0.000000, 28-Apr-2014
0.000000, 10.396133, 0.974000, 0.000000, 29-Apr-2014
0.008847, 10.167735, 0.958000, 0.008475, 30-Apr-2014
0.011204, 9.844592, 0.958000, 0.010734, 01-May-2014
1.672429, 9.685041, 0.921000, 1.540307, 02-May-2014
2.458367, 8.884459, 0.906000, 2.227281, 03-May-2014
0.788296, 10.548837, 0.705000, 0.555749, 04-May-2014
0.000000, 11.337133, 0.705000, 0.000000, 05-May-2014
0.000000, 11.337133, 0.700000, 0.000000, 06-May-2014
0.000000, 11.337133, 0.700000, 0.000000, 07-May-2014
0.000000, 11.316694, 0.728000, 0.000000, 08-May-2014
0.000000, 11.290724, 0.794000, 0.000000, 09-May-2014
0.000000, 11.198745, 0.794000, 0.000000, 10-May-2014
0.000000, 11.137357, 0.803000, 0.000000, 11-May-2014
0.000000, 11.137357, 0.850000, 0.000000, 12-May-2014
0.008663, 11.137357, 0.985000, 0.008533, 13-May-2014
0.595061, 11.137357, 1.076000, 0.640286, 14-May-2014
0.652439, 10.154755, 1.076000, 0.702024, 15-May-2014
0.066041, 10.731816, 0.614000, 0.040549, 16-May-2014
0.000000, 10.797857, 0.766000, 0.000000, 17-May-2014
0.000000, 10.797694, 0.814000, 0.000000, 18-May-2014
0.000000, 10.797694, 0.814000, 0.000000, 19-May-2014
0.000000, 10.797694, 0.723000, 0.000000, 20-May-2014
0.000000, 10.797694, 0.671000, 0.000000, 21-May-2014
0.000000, 10.797694, 0.689000, 0.000000, 22-May-2014
0.000000, 10.797694, 0.690000, 0.000000, 23-May-2014
0.000000, 10.761255, 0.753000, 0.000000, 24-May-2014
0.100827, 10.631439, 0.806000, 0.081266, 25-May-2014
0.193255, 10.631439, 0.821000, 0.158662, 26-May-2014
0.173816, 10.730633, 0.888000, 0.154349, 27-May-2014
0.110755, 10.823061, 0.888000, 0.098351, 28-May-2014
0.052357, 10.589990, 0.900000, 0.047121, 29-May-2014
0.070398, 10.616735, 0.900000, 0.063358, 30-May-2014
0.155327, 10.639724, 0.810000, 0.125814, 31-May-2014
0.561827, 10.687133, 0.748000, 0.420246, 01-Jun-2014
0.458469, 10.795051, 0.737000, 0.337892, 02-Jun-2014
0.004561, 11.248959, 0.737000, 0.003362, 03-Jun-2014
0.000000, 11.253520, 0.672000, 0.000000, 04-Jun-2014
0.000459, 11.249980, 0.727000, 0.000334, 05-Jun-2014
0.000459, 9.960520, 0.786000, 0.000361, 06-Jun-2014
0.000000, 9.953071, 0.799000, 0.000000, 07-Jun-2014
0.000000, 9.953071, 0.854000, 0.000000, 08-Jun-2014
0.175724, 9.953071, 0.917000, 0.161139, 09-Jun-2014
0.422796, 9.953071, 0.976000, 0.412649, 10-Jun-2014
0.721551, 10.128796, 1.068000, 0.770616, 11-Jun-2014
0.481684, 10.048255, 1.068000, 0.514438, 12-Jun-2014
0.602490, 10.522735, 1.018000, 0.613335, 13-Jun-2014
1.009816, 10.529939, 0.972000, 0.981541, 14-Jun-2014
0.522194, 11.125224, 0.916000, 0.478330, 15-Jun-2014
0.183643, 11.539755, 0.793000, 0.145629, 16-Jun-2014
0.094041, 10.181500, 0.731000, 0.068744, 17-Jun-2014
0.606684, 10.254531, 0.696000, 0.422252, 18-Jun-2014
0.729306, 10.272592, 0.696000, 0.507597, 19-Jun-2014
0.140816, 10.861214, 0.762000, 0.107302, 20-Jun-2014
0.000133, 11.001898, 0.781000, 0.000104, 21-Jun-2014
0.000000, 11.000408, 0.855000, 0.000000, 22-Jun-2014
0.026357, 11.000010, 0.855000, 0.022535, 23-Jun-2014
0.026357, 9.985031, 0.786000, 0.020717, 24-Jun-2014
0.000000, 9.640010, 0.790000, 0.000000, 25-Jun-2014
0.001888, 9.640010, 0.799000, 0.001508, 26-Jun-2014
0.202337, 9.639153, 0.799000, 0.161667, 27-Jun-2014
0.201633, 9.372480, 0.799000, 0.161104, 28-Jun-2014
0.029969, 8.459959, 0.732000, 0.021938, 29-Jun-2014
0.196112, 8.461143, 0.757000, 0.148457, 30-Jun-2014
0.176031, 8.489929, 0.757000, 0.133255, 01-Jul-2014
0.084959, 8.657255, 0.738000, 0.062700, 02-Jul-2014
0.608265, 8.665959, 0.738000, 0.448900, 03-Jul-2014
0.671102, 8.742214, 0.709000, 0.475811, 04-Jul-2014
0.231000, 9.274224, 0.761000, 0.175791, 05-Jul-2014
0.158153, 9.413316, 0.780000, 0.123359, 06-Jul-2014
0.079704, 9.505224, 0.843000, 0.067191, 07-Jul-2014
0.015878, 9.571469, 0.843000, 0.013385, 08-Jul-2014
0.621745, 9.196980, 0.891000, 0.553975, 09-Jul-2014
0.903531, 9.166418, 0.926000, 0.836669, 10-Jul-2014
0.661888, 9.785745, 0.926000, 0.612908, 11-Jul-2014
0.417173, 10.069765, 0.957000, 0.399235, 12-Jul-2014
0.047153, 10.447449, 0.957000, 0.045125, 13-Jul-2014
0.018480, 10.486939, 0.901000, 0.016650, 14-Jul-2014
0.799378, 10.494602, 0.842000, 0.673076, 15-Jul-2014
1.458837, 10.291194, 0.790000, 1.152481, 16-Jul-2014
1.872418, 11.079755, 0.752000, 1.408059, 17-Jul-2014
1.202143, 11.492949, 0.656000, 0.788606, 18-Jul-2014
0.000000, 12.277051, 0.677000, 0.000000, 19-Jul-2014
0.000337, 12.273765, 0.733000, 0.000247, 20-Jul-2014
0.060724, 12.273612, 0.799000, 0.048519, 21-Jul-2014
0.075694, 12.273949, 0.821000, 0.062145, 22-Jul-2014
0.018878, 12.334337, 0.834000, 0.015744, 23-Jul-2014
0.371918, 12.349643, 0.852000, 0.316874, 24-Jul-2014
0.503633, 12.353214, 0.852000, 0.429095, 25-Jul-2014
0.188459, 12.721561, 0.852000, 0.160567, 26-Jul-2014
0.054500, 12.856847, 0.851000, 0.046380, 27-Jul-2014
0.047857, 12.910020, 0.847000, 0.040535, 28-Jul-2014
0.103061, 12.911347, 0.798000, 0.082243, 29-Jul-2014
0.056531, 12.957878, 0.740000, 0.041833, 30-Jul-2014
0.000000, 13.005561, 0.699000, 0.000000, 31-Jul-2014
0.000000, 13.003204, 0.695000, 0.000000, 01-Aug-2014
0.274633, 11.333133, 0.749000, 0.205700, 02-Aug-2014
0.672357, 10.544837, 0.822000, 0.552678, 03-Aug-2014
0.491531, 10.819469, 0.843000, 0.414360, 04-Aug-2014
0.097633, 11.217194, 0.843000, 0.082304, 05-Aug-2014
0.031847, 11.311000, 0.880000, 0.028025, 06-Aug-2014
0.202673, 11.314827, 1.010000, 0.204700, 07-Aug-2014
0.264235, 11.342847, 1.010000, 0.266877, 08-Aug-2014
0.141531, 11.517500, 1.023000, 0.144786, 09-Aug-2014
0.209459, 11.607082, 1.023000, 0.214277, 10-Aug-2014
0.730918, 11.659031, 0.975000, 0.712645, 11-Aug-2014
0.573653, 11.816541, 0.934000, 0.535792, 12-Aug-2014
0.131898, 12.381286, 0.855000, 0.112773, 13-Aug-2014
0.229449, 11.795133, 0.813000, 0.186542, 14-Aug-2014
1.059806, 11.860745, 0.821000, 0.870101, 15-Aug-2014
1.154633, 11.958541, 0.821000, 0.947953, 16-Aug-2014
0.207878, 12.920551, 0.792000, 0.164639, 17-Aug-2014
0.021786, 13.113173, 0.786000, 0.017124, 18-Aug-2014
0.006531, 13.128429, 0.790000, 0.005159, 19-Aug-2014
0.000735, 13.134959, 0.790000, 0.000580, 20-Aug-2014
0.019908, 13.134959, 0.815000, 0.016225, 21-Aug-2014
0.096490, 13.135694, 0.885000, 0.085393, 22-Aug-2014
0.417133, 13.154867, 0.928000, 0.387099, 23-Aug-2014
0.431510, 13.232184, 0.928000, 0.400441, 24-Aug-2014
0.091694, 13.471173, 0.799000, 0.073263, 25-Aug-2014
0.000000, 13.470439, 0.812000, 0.000000, 26-Aug-2014
0.032592, 13.389051, 0.859000, 0.027996, 27-Aug-2014
0.032643, 13.359684, 0.894000, 0.029183, 28-Aug-2014
0.033224, 13.369286, 1.039000, 0.034520, 29-Aug-2014
